"263_S5"	"265_S6"	"268_S4"	"276_S2"	"277_S3"	"287_S1"
"ENSMUSG00000089716"	0	0	8	0	0	0
"ENSMUSG00000079457"	0	0	0	2	0	0
"ENSMUSG00000090186"	0	0	0	4	0	0
"ENSMUSG00000070034"	9	170	114	69	18	79
"ENSMUSG00000090103"	0	0	7	0	0	0
"ENSMUSG00000070031"	18	0	82	129	0	67
"ENSMUSG00000026222"	7	232	734	218	165	299
"ENSMUSG00000052760"	0	0	6	0	30	0
"ENSMUSG00000036707"	124	860	407	69	183	430
"ENSMUSG00000026223"	354	3193	442	2180	1567	2933
"ENSMUSG00000026227"	6	0	0	0	0	0
"ENSMUSG00000026229"	192	1126	572	563	368	1821
"ENSMUSG00000026228"	0	137	0	20	0	0
"ENSMUSG00000062590"	27	110	18	179	139	179
"ENSMUSG00000026234"	627	2795	1137	3065	2862	2637
"ENSMUSG00000073627"	34	0	0	0	0	0
"ENSMUSG00000026237"	0	66	0	0	0	30
"ENSMUSG00000026238"	968	3874	2298	4093	3760	5448
"ENSMUSG00000026239"	45	93	57	166	171	426
"ENSMUSG00000102927"	0	6	0	0	0	0
"ENSMUSG00000026240"	24	113	172	128	141	87
"ENSMUSG00000026241"	0	0	1	0	0	6
"ENSMUSG00000053333"	61	194	0	0	143	15
"ENSMUSG00000100225"	0	0	0	0	0	16
"ENSMUSG00000104121"	0	19	0	0	0	0
"ENSMUSG00000102383"	0	99	0	0	0	0
"ENSMUSG00000102649"	0	2	0	0	0	1
"ENSMUSG00000084106"	60	384	253	257	370	287
"ENSMUSG00000103984"	0	0	0	0	0	8
"ENSMUSG00000026254"	72	353	254	353	201	386
"ENSMUSG00000026255"	0	0	3	50	0	53
"ENSMUSG00000048000"	51	577	193	73	0	160
"ENSMUSG00000095281"	0	0	0	6	0	0
"ENSMUSG00000089613"	0	0	0	7	0	0
"ENSMUSG00000026258"	70	399	13	315	256	322
"ENSMUSG00000026259"	201	761	0	793	836	840
"ENSMUSG00000079434"	0	0	0	2	0	0
"ENSMUSG00000090994"	0	0	6	0	0	0
"ENSMUSG00000026288"	4	7	525	109	12	0
"ENSMUSG00000026289"	52	26	29	58	14	297
"ENSMUSG00000056055"	0	10	0	0	0	6
"ENSMUSG00000070738"	0	1	0	251	523	244
"ENSMUSG00000103996"	0	48	106	0	128	20
"ENSMUSG00000103591"	0	49	0	0	0	97
"ENSMUSG00000005501"	3	340	8	57	118	59
"ENSMUSG00000084021"	0	0	106	0	0	0
"ENSMUSG00000090124"	0	0	0	47	0	0
"ENSMUSG00000054545"	0	0	0	0	0	5
"ENSMUSG00000081488"	0	0	0	40	0	0
"ENSMUSG00000081984"	3	0	0	0	0	69
"ENSMUSG00000079429"	0	0	0	29	0	63
"ENSMUSG00000044783"	121	849	82	1054	1366	726
"ENSMUSG00000049866"	10	0	1	52	0	0
"ENSMUSG00000099544"	0	0	2	0	0	0
"ENSMUSG00000036206"	23	108	1	382	0	177
"ENSMUSG00000102700"	0	2	0	1	0	0
"ENSMUSG00000102083"	0	0	11	0	0	0
"ENSMUSG00000055013"	20	121	133	229	62	169
"ENSMUSG00000104114"	2	15	0	7	0	33
"ENSMUSG00000101662"	0	17	0	0	10	1
"ENSMUSG00000026301"	18	0	0	56	0	0
"ENSMUSG00000044337"	11	18	0	22	0	20
"ENSMUSG00000101028"	0	64	0	0	0	0
"ENSMUSG00000034432"	111	734	97	403	803	573
"ENSMUSG00000048126"	509	1418	0	1760	2512	2989
"ENSMUSG00000103061"	0	0	0	0	80	28
"ENSMUSG00000026303"	0	0	0	172	32	45
"ENSMUSG00000026305"	206	392	240	521	1723	569
"ENSMUSG00000070732"	0	0	0	0	0	2
"ENSMUSG00000100018"	0	0	16	0	2	0
"ENSMUSG00000034353"	16	162	1	109	199	37
"ENSMUSG00000034343"	115	300	43	302	355	375
"ENSMUSG00000083064"	0	1	3	4	3	2
"ENSMUSG00000026307"	17	10	0	147	91	259
"ENSMUSG00000047443"	7	0	0	0	0	185
"ENSMUSG00000026309"	108	409	158	368	88	261
"ENSMUSG00000067071"	0	136	101	2	69	68
"ENSMUSG00000055866"	0	210	35	345	388	550
"ENSMUSG00000101958"	0	0	2	0	0	0
"ENSMUSG00000034292"	0	0	0	46	0	108
"ENSMUSG00000026311"	9	0	0	97	117	176
"ENSMUSG00000007805"	0	0	0	7	0	5
"ENSMUSG00000102745"	0	0	0	0	0	43
"ENSMUSG00000026313"	0	251	21	113	84	402
"ENSMUSG00000026260"	91	181	139	550	20	493
"ENSMUSG00000073616"	32	180	32	103	149	148
"ENSMUSG00000044055"	0	0	0	1	0	18
"ENSMUSG00000034220"	61	1912	0	868	231	831
"ENSMUSG00000034212"	0	32	0	33	0	0
"ENSMUSG00000047067"	1	13	0	44	0	14
"ENSMUSG00000026269"	10	294	89	36	47	60
"ENSMUSG00000026270"	31	148	0	107	75	124
"ENSMUSG00000014602"	0	3	528	27	0	36
"ENSMUSG00000084989"	18	0	0	0	0	0
"ENSMUSG00000047793"	62	683	80	98	13	293
"ENSMUSG00000026273"	1	0	5	55	102	111
"ENSMUSG00000101172"	2	0	0	0	0	0
"ENSMUSG00000026274"	11	32	1	1	0	0
"ENSMUSG00000026275"	82	121	220	174	194	364
"ENSMUSG00000034107"	0	0	0	24	4	0
"ENSMUSG00000034088"	404	2376	1615	2805	3178	3737
"ENSMUSG00000090489"	0	1	14	0	0	1
"ENSMUSG00000026276"	0	0	0	30	0	15
"ENSMUSG00000034066"	54	161	24	118	0	16
"ENSMUSG00000026277"	84	476	285	330	219	1296
"ENSMUSG00000100927"	0	21	0	0	0	0
"ENSMUSG00000026278"	1	133	0	150	226	290
"ENSMUSG00000026279"	32	42	20	42	0	138
"ENSMUSG00000026280"	63	422	12	329	1666	566
"ENSMUSG00000026281"	62	122	108	72	219	340
"ENSMUSG00000026283"	16	56	2	275	0	51
"ENSMUSG00000073609"	4	34	0	62	39	55
"ENSMUSG00000099592"	0	0	2	0	0	0
"ENSMUSG00000051185"	45	110	18	98	8	82
"ENSMUSG00000081051"	61	272	214	326	177	436
"ENSMUSG00000040710"	3	1	142	11	0	0
"ENSMUSG00000040693"	19	6	432	0	177	73
"ENSMUSG00000100454"	0	0	0	1	2	2
"ENSMUSG00000044757"	1	2	5	7	10	2
"ENSMUSG00000044768"	18	30	67	151	2	117
"ENSMUSG00000040648"	20	184	52	13	0	20
"ENSMUSG00000026333"	0	80	0	36	0	112
"ENSMUSG00000026335"	462	2185	13	752	1522	1138
"ENSMUSG00000089782"	11	37	1152	61	35	71
"ENSMUSG00000089706"	5	51	0	77	0	13
"ENSMUSG00000100182"	0	0	0	11	0	0
"ENSMUSG00000089791"	2	3	8	9	5	1
"ENSMUSG00000082431"	1	2	25	13	2	4
"ENSMUSG00000099835"	0	1	335	0	0	0
"ENSMUSG00000100222"	0	0	7	0	0	0
"ENSMUSG00000047496"	35	0	0	0	3	143
"ENSMUSG00000097482"	2	0	0	1	0	0
"ENSMUSG00000067017"	3	26	135	23	22	9
"ENSMUSG00000056536"	30	104	53	148	0	352
"ENSMUSG00000100672"	0	0	0	4	0	0
"ENSMUSG00000026319"	0	62	101	259	4	322
"ENSMUSG00000101330"	0	2	48	3	1	0
"ENSMUSG00000038866"	30	63	0	157	163	15
"ENSMUSG00000044340"	25	2	0	4	0	45
"ENSMUSG00000057329"	55	143	0	584	0	422
"ENSMUSG00000009905"	38	523	0	183	2	97
"ENSMUSG00000009907"	59	1567	19	618	28	340
"ENSMUSG00000062345"	0	0	57	0	0	0
"ENSMUSG00000026315"	0	3	0	0	0	39
"ENSMUSG00000100025"	0	0	29	1	0	0
"ENSMUSG00000026312"	0	0	7	0	0	0
"ENSMUSG00000047216"	9	325	0	0	0	173
"ENSMUSG00000100555"	1	0	5	0	0	0
"ENSMUSG00000038702"	23	315	0	647	614	150
"ENSMUSG00000101875"	0	1	0	2	1	0
"ENSMUSG00000099732"	0	1	1	0	0	0
"ENSMUSG00000099870"	0	0	11	0	0	0
"ENSMUSG00000026374"	170	766	33	822	665	684
"ENSMUSG00000026377"	37	188	3	151	0	242
"ENSMUSG00000064302"	13	288	356	183	235	454
"ENSMUSG00000048402"	33	133	81	8	86	486
"ENSMUSG00000100767"	0	1	13	0	0	0
"ENSMUSG00000037035"	0	0	0	61	23	0
"ENSMUSG00000004451"	38	528	0	636	587	499
"ENSMUSG00000098923"	21	271	0	69	263	134
"ENSMUSG00000026383"	0	40	0	68	0	104
"ENSMUSG00000102687"	0	0	0	22	0	12
"ENSMUSG00000026384"	11	311	0	187	0	95
"ENSMUSG00000091876"	0	1	2	13	0	0
"ENSMUSG00000103146"	0	0	0	0	26	17
"ENSMUSG00000036975"	18	101	0	56	84	66
"ENSMUSG00000036962"	5	0	0	0	0	0
"ENSMUSG00000050777"	3	100	0	40	8	41
"ENSMUSG00000026385"	128	435	53	230	67	332
"ENSMUSG00000026388"	0	15	0	8	12	2
"ENSMUSG00000026389"	106	0	5	219	1056	219
"ENSMUSG00000058665"	1	34	0	4	1	2
"ENSMUSG00000003721"	121	1811	15	673	780	1220
"ENSMUSG00000104253"	0	0	0	1	0	3
"ENSMUSG00000026339"	3	101	306	170	225	186
"ENSMUSG00000050534"	14	0	0	72	0	0
"ENSMUSG00000001674"	37	155	196	293	173	344
"ENSMUSG00000100913"	0	0	7	0	0	0
"ENSMUSG00000100405"	1	1	0	0	1	1
"ENSMUSG00000101495"	0	0	3	0	0	0
"ENSMUSG00000026341"	314	1641	1909	1654	744	1734
"ENSMUSG00000026342"	25	862	161	467	75	664
"ENSMUSG00000026343"	0	0	0	0	0	7
"ENSMUSG00000026344"	0	0	4	5	0	0
"ENSMUSG00000049690"	15	14	1	425	2	140
"ENSMUSG00000102723"	6	0	0	0	0	0
"ENSMUSG00000036155"	70	485	153	406	187	667
"ENSMUSG00000104378"	28	120	0	0	0	21
"ENSMUSG00000099471"	0	2	1	0	2	0
"ENSMUSG00000026348"	0	0	0	0	159	0
"ENSMUSG00000026349"	57	631	178	670	307	696
"ENSMUSG00000051590"	13	0	0	0	3	0
"ENSMUSG00000036104"	105	144	2	287	2	580
"ENSMUSG00000036086"	29	0	0	97	0	17
"ENSMUSG00000099760"	0	0	0	0	3	0
"ENSMUSG00000104164"	0	0	0	38	1	0
"ENSMUSG00000058603"	0	5	9	7	5	14
"ENSMUSG00000056211"	105	706	367	402	177	626
"ENSMUSG00000102179"	0	0	0	58	0	0
"ENSMUSG00000103497"	0	0	0	0	0	39
"ENSMUSG00000026353"	239	732	12	762	411	631
"ENSMUSG00000026355"	276	213	1244	2089	1152	873
"ENSMUSG00000026356"	254	290	952	449	1226	543
"ENSMUSG00000100078"	11	21	756	15	11	6
"ENSMUSG00000045382"	1	0	30	0	2	1
"ENSMUSG00000089648"	0	20	3	0	0	0
"ENSMUSG00000094122"	0	0	76	0	0	0
"ENSMUSG00000087691"	12	0	0	14	0	13
"ENSMUSG00000086825"	5	0	0	2	0	0
"ENSMUSG00000026399"	59	368	172	412	744	935
"ENSMUSG00000102139"	7	0	0	0	0	0
"ENSMUSG00000103751"	2	0	0	0	0	6
"ENSMUSG00000026409"	22	6	0	0	22	127
"ENSMUSG00000046404"	86	347	1	540	1315	120
"ENSMUSG00000042510"	4	0	0	0	44	3
"ENSMUSG00000016529"	0	0	0	0	0	29
"ENSMUSG00000016528"	23	54	251	193	224	21
"ENSMUSG00000102856"	4	2	1	24	13	43
"ENSMUSG00000016526"	0	9	1	0	0	17
"ENSMUSG00000026427"	44	204	21	138	2	394
"ENSMUSG00000026430"	0	14	0	190	0	0
"ENSMUSG00000101729"	0	0	3	0	0	0
"ENSMUSG00000042349"	6	89	310	16	72	81
"ENSMUSG00000102055"	0	0	0	2	11	0
"ENSMUSG00000026425"	109	300	392	50	66	228
"ENSMUSG00000102733"	0	0	0	12	0	0
"ENSMUSG00000104060"	7	134	161	0	76	26
"ENSMUSG00000101778"	0	0	0	0	310	27
"ENSMUSG00000055184"	0	0	33	28	0	80
"ENSMUSG00000004552"	149	13	1418	566	668	285
"ENSMUSG00000052688"	18	9	7	5	9	210
"ENSMUSG00000042251"	0	0	0	0	362	2
"ENSMUSG00000013275"	80	95	32	342	437	954
"ENSMUSG00000026433"	32	130	0	56	0	78
"ENSMUSG00000026434"	158	616	796	477	36	403
"ENSMUSG00000026435"	1	127	0	0	0	79
"ENSMUSG00000026436"	35	282	1	104	70	127
"ENSMUSG00000059149"	2	24	0	52	0	3
"ENSMUSG00000026437"	0	0	0	0	0	2
"ENSMUSG00000089808"	0	0	14	0	0	0
"ENSMUSG00000009772"	1	88	0	105	0	13
"ENSMUSG00000100658"	0	9	0	0	0	0
"ENSMUSG00000042066"	25	12	1831	3	0	118
"ENSMUSG00000090079"	0	0	0	1	0	1
"ENSMUSG00000042046"	5	230	0	200	416	110
"ENSMUSG00000026439"	59	41	223	191	406	263
"ENSMUSG00000048174"	5	79	0	0	0	7
"ENSMUSG00000026442"	1	203	0	92	282	205
"ENSMUSG00000026443"	0	0	0	182	63	95
"ENSMUSG00000054387"	117	607	616	706	990	887
"ENSMUSG00000100228"	1	5	27	3	1	1
"ENSMUSG00000026447"	1	0	0	38	0	27
"ENSMUSG00000102425"	0	4	0	0	0	0
"ENSMUSG00000046062"	75	11	877	446	337	677
"ENSMUSG00000041757"	0	2	0	145	0	141
"ENSMUSG00000070644"	0	84	0	0	0	15
"ENSMUSG00000090553"	51	240	137	136	127	150
"ENSMUSG00000102976"	22	149	3	102	155	150
"ENSMUSG00000094410"	0	0	0	1	16	14
"ENSMUSG00000051998"	0	0	0	19	0	46
"ENSMUSG00000026463"	74	75	119	72	137	223
"ENSMUSG00000102509"	0	2	239	126	0	85
"ENSMUSG00000010311"	0	0	0	0	0	76
"ENSMUSG00000041577"	3889	11115	2122	12390	32191	22263
"ENSMUSG00000100987"	0	0	0	60	0	0
"ENSMUSG00000041559"	2886	14296	345	10457	21155	9969
"ENSMUSG00000020423"	555	3130	2032	3418	3189	6003
"ENSMUSG00000102380"	0	0	0	6	0	0
"ENSMUSG00000026450"	0	13	0	13	46	119
"ENSMUSG00000064246"	922	2676	736	2479	851	5254
"ENSMUSG00000042429"	24	6	1	166	287	83
"ENSMUSG00000026459"	1	0	0	17	0	0
"ENSMUSG00000026458"	3	2	0	13	58	16
"ENSMUSG00000042305"	60	679	593	368	660	271
"ENSMUSG00000026456"	43	184	51	207	3	179
"ENSMUSG00000026457"	221	1368	2105	1890	1010	1199
"ENSMUSG00000026455"	99	153	7	235	282	141
"ENSMUSG00000042229"	75	749	30	465	477	632
"ENSMUSG00000101955"	7	1	0	11	0	0
"ENSMUSG00000042207"	12	187	265	674	1150	572
"ENSMUSG00000026452"	0	0	0	4	33	0
"ENSMUSG00000073557"	13	16	73	231	0	98
"ENSMUSG00000103614"	0	138	0	35	0	92
"ENSMUSG00000103976"	4	59	0	18	23	1
"ENSMUSG00000101168"	0	0	0	11	0	0
"ENSMUSG00000026429"	0	2	186	36	29	4
"ENSMUSG00000042793"	280	679	268	331	528	779
"ENSMUSG00000097993"	5	74	0	42	429	1
"ENSMUSG00000031506"	24	105	533	209	362	134
"ENSMUSG00000026426"	3	0	0	56	54	79
"ENSMUSG00000026424"	13	0	0	94	0	85
"ENSMUSG00000079139"	11	22	318	35	65	42
"ENSMUSG00000003051"	0	0	0	0	15	76
"ENSMUSG00000041926"	54	217	68	491	0	114
"ENSMUSG00000062580"	91	266	112	206	657	303
"ENSMUSG00000048096"	0	16	0	6	0	64
"ENSMUSG00000041889"	21	220	22	453	69	408
"ENSMUSG00000041879"	49	955	729	380	271	733
"ENSMUSG00000100620"	0	0	0	21	0	0
"ENSMUSG00000009418"	58	565	133	714	312	822
"ENSMUSG00000102474"	0	0	0	0	0	7
"ENSMUSG00000104524"	0	4	0	0	0	5
"ENSMUSG00000054412"	0	0	0	0	0	49
"ENSMUSG00000026421"	73	334	253	556	1	407
"ENSMUSG00000041801"	45	794	0	527	474	822
"ENSMUSG00000026418"	0	0	0	0	0	42
"ENSMUSG00000026413"	1	0	0	40	0	0
"ENSMUSG00000026411"	37	75	316	222	292	318
"ENSMUSG00000041642"	0	1	0	99	3	109
"ENSMUSG00000041570"	16	286	0	122	9	188
"ENSMUSG00000097403"	0	0	0	0	20	0
"ENSMUSG00000026404"	14	74	0	49	482	84
"ENSMUSG00000041498"	9	0	4	143	0	173
"ENSMUSG00000041483"	9	601	59	354	395	584
"ENSMUSG00000097113"	0	14	0	0	0	5
"ENSMUSG00000104360"	0	0	3	2	0	0
"ENSMUSG00000103953"	0	0	12	1	0	1
"ENSMUSG00000098243"	1	96	45	76	0	115
"ENSMUSG00000104118"	51	65	0	0	0	0
"ENSMUSG00000103038"	0	1	0	0	325	1
"ENSMUSG00000102277"	1	0	0	3	0	57
"ENSMUSG00000102142"	0	0	0	9	0	1
"ENSMUSG00000104145"	0	0	0	50	0	0
"ENSMUSG00000103427"	0	8	0	56	0	6
"ENSMUSG00000098206"	0	12	0	0	0	0
"ENSMUSG00000104197"	0	31	0	0	0	0
"ENSMUSG00000026395"	66	17	2886	737	446	325
"ENSMUSG00000104291"	0	1	20	134	0	1
"ENSMUSG00000026393"	98	155	0	299	315	630
"ENSMUSG00000102651"	0	0	2	0	0	0
"ENSMUSG00000079283"	7	20	0	14	2	20
"ENSMUSG00000056268"	0	98	62	59	0	23
"ENSMUSG00000104436"	0	0	102	1	0	38
"ENSMUSG00000085361"	0	1	0	0	1	0
"ENSMUSG00000102157"	0	0	0	4	0	0
"ENSMUSG00000033964"	46	0	0	0	0	119
"ENSMUSG00000033952"	0	3	173	223	508	50
"ENSMUSG00000070594"	0	2	0	0	0	0
"ENSMUSG00000033898"	0	0	0	0	89	0
"ENSMUSG00000089991"	1	3	0	0	0	0
"ENSMUSG00000104496"	0	11	140	2	5	13
"ENSMUSG00000085867"	0	2	0	19	0	6
"ENSMUSG00000026365"	1111	18763	3	5258	5761	10978
"ENSMUSG00000052726"	16	3	0	32	84	3
"ENSMUSG00000102698"	0	0	0	0	0	39
"ENSMUSG00000101795"	3	18	1468	28	10	15
"ENSMUSG00000026361"	1	179	350	41	17	227
"ENSMUSG00000033849"	2	0	0	4	0	20
"ENSMUSG00000018196"	31	128	2	53	406	273
"ENSMUSG00000018199"	93	2154	70	399	17	1071
"ENSMUSG00000018189"	123	270	306	126	131	279
"ENSMUSG00000100455"	4	1	0	71	0	0
"ENSMUSG00000026360"	57	254	32	77	56	185
"ENSMUSG00000026358"	0	1	125	0	0	147
"ENSMUSG00000100441"	1	1	3	0	1	2
"ENSMUSG00000026357"	18	1	212	13	1	168
"ENSMUSG00000101049"	0	0	0	0	4	0
"ENSMUSG00000099617"	0	0	2	0	0	0
"ENSMUSG00000087627"	1	0	0	5	0	0
"ENSMUSG00000101735"	0	0	6	0	0	0
"ENSMUSG00000056220"	19	260	21	124	583	245
"ENSMUSG00000032487"	0	52	94	387	193	107
"ENSMUSG00000101199"	0	2	74	0	0	0
"ENSMUSG00000099875"	4	23	13	8	13	5
"ENSMUSG00000006010"	33	572	232	459	302	366
"ENSMUSG00000006005"	229	741	1689	1321	672	1488
"ENSMUSG00000006014"	9437	41936	3632	30558	57955	49519
"ENSMUSG00000066842"	0	25	0	91	516	6
"ENSMUSG00000100595"	0	3	1	0	0	2
"ENSMUSG00000100954"	0	0	15	5	0	38
"ENSMUSG00000023150"	1730	5721	1853	6571	10588	9619
"ENSMUSG00000052748"	34	251	274	124	588	105
"ENSMUSG00000053286"	59	340	35	155	656	263
"ENSMUSG00000103928"	10	0	0	6	0	5
"ENSMUSG00000026484"	95	281	135	586	953	417
"ENSMUSG00000103238"	0	182	0	0	0	13
"ENSMUSG00000026483"	118	878	0	636	1265	988
"ENSMUSG00000100594"	0	0	0	0	238	4
"ENSMUSG00000043019"	84	89	67	227	177	267
"ENSMUSG00000032666"	78	249	131	185	284	378
"ENSMUSG00000014980"	20	561	69	170	174	80
"ENSMUSG00000032649"	496	1086	0	2270	2386	1393
"ENSMUSG00000026482"	8	324	1	225	219	218
"ENSMUSG00000080950"	0	0	1	1	0	0
"ENSMUSG00000008475"	326	1254	1531	931	578	1883
"ENSMUSG00000026480"	8	26	82	328	178	29
"ENSMUSG00000042772"	78	260	159	320	242	72
"ENSMUSG00000100394"	0	0	0	5	0	0
"ENSMUSG00000042751"	0	25	28	11	0	9
"ENSMUSG00000026479"	0	0	0	64	0	106
"ENSMUSG00000026478"	27	600	14	533	0	571
"ENSMUSG00000079138"	0	70	0	0	0	0
"ENSMUSG00000042699"	31	220	769	175	349	34
"ENSMUSG00000042684"	0	0	38	60	0	0
"ENSMUSG00000099858"	0	0	3	4	2	0
"ENSMUSG00000026475"	0	979	5	246	0	203
"ENSMUSG00000066800"	33	80	0	146	0	42
"ENSMUSG00000045968"	1	13	0	18	23	12
"ENSMUSG00000026473"	92	529	621	249	656	907
"ENSMUSG00000056708"	36	507	79	57	30	138
"ENSMUSG00000026471"	0	827	5	80	697	630
"ENSMUSG00000026470"	41	23	0	421	227	257
"ENSMUSG00000104181"	0	0	6	0	0	0
"ENSMUSG00000033722"	15	206	0	128	371	147
"ENSMUSG00000103670"	0	0	0	0	0	7
"ENSMUSG00000026469"	66	219	187	118	44	90
"ENSMUSG00000073535"	19	0	0	79	0	0
"ENSMUSG00000033701"	13	127	51	102	32	82
"ENSMUSG00000026468"	0	0	6	0	0	0
"ENSMUSG00000033684"	67	591	242	862	548	1152
"ENSMUSG00000033671"	54	391	2	52	230	297
"ENSMUSG00000102837"	2	0	0	0	0	0
"ENSMUSG00000026466"	114	247	0	341	257	586
"ENSMUSG00000102964"	0	0	0	0	20	26
"ENSMUSG00000050565"	63	594	2	837	1496	697
"ENSMUSG00000026601"	0	0	0	2	0	0
"ENSMUSG00000078193"	25	72	83	39	27	73
"ENSMUSG00000026600"	0	211	535	713	289	947
"ENSMUSG00000103199"	0	125	0	0	0	26
"ENSMUSG00000101523"	10	110	42	69	48	86
"ENSMUSG00000026596"	15	276	0	205	9	69
"ENSMUSG00000104293"	0	1	0	0	0	19
"ENSMUSG00000060519"	16	215	2	510	384	517
"ENSMUSG00000033557"	11	350	17	247	63	475
"ENSMUSG00000046057"	1	5	4	4	1	2
"ENSMUSG00000026594"	17	261	0	239	0	0
"ENSMUSG00000033544"	17	52	0	104	0	113
"ENSMUSG00000103303"	2	0	0	0	0	0
"ENSMUSG00000070565"	3	1	12	52	0	94
"ENSMUSG00000102326"	1	11	0	0	0	7
"ENSMUSG00000103808"	15	5	0	0	0	48
"ENSMUSG00000049881"	0	54	0	4	89	35
"ENSMUSG00000033488"	19	25	1	217	0	27
"ENSMUSG00000026589"	41	2	272	74	0	13
"ENSMUSG00000103501"	0	0	3	0	0	0
"ENSMUSG00000073530"	2	0	0	1	1	95
"ENSMUSG00000061992"	0	1	0	3	0	1
"ENSMUSG00000040782"	18	135	52	105	137	432
"ENSMUSG00000103572"	0	0	0	0	0	2
"ENSMUSG00000103186"	0	0	0	3	0	9
"ENSMUSG00000104111"	0	2	0	0	0	0
"ENSMUSG00000090394"	238	801	926	977	1417	1041
"ENSMUSG00000026729"	0	38	0	9	25	51
"ENSMUSG00000026725"	7	365	0	78	164	40
"ENSMUSG00000058267"	44	415	72	303	335	368
"ENSMUSG00000014226"	193	1095	526	606	1789	765
"ENSMUSG00000026721"	220	763	101	518	1881	1258
"ENSMUSG00000103522"	0	0	0	44	0	0
"ENSMUSG00000104026"	0	0	0	0	0	3
"ENSMUSG00000103391"	0	0	0	0	0	5
"ENSMUSG00000103432"	18	0	0	0	0	84
"ENSMUSG00000103200"	0	0	0	0	0	26
"ENSMUSG00000103632"	5	0	0	0	0	0
"ENSMUSG00000104053"	0	92	0	0	0	0
"ENSMUSG00000102852"	0	0	11	8	0	0
"ENSMUSG00000057499"	0	1	0	0	1	0
"ENSMUSG00000040423"	44	474	250	717	20	519
"ENSMUSG00000103739"	0	70	0	40	0	0
"ENSMUSG00000026715"	0	1	0	0	0	11
"ENSMUSG00000043467"	1	0	0	116	69	153
"ENSMUSG00000104016"	0	0	0	30	0	0
"ENSMUSG00000053332"	114	431	164	450	357	449
"ENSMUSG00000026709"	0	2	119	13	342	206
"ENSMUSG00000026708"	36	198	301	195	493	2
"ENSMUSG00000026705"	19	1	116	167	3	281
"ENSMUSG00000102817"	0	0	6	0	0	0
"ENSMUSG00000026701"	380	1249	1883	1787	1580	1001
"ENSMUSG00000040323"	0	0	14	5	0	4
"ENSMUSG00000040297"	37	113	278	46	175	339
"ENSMUSG00000026698"	46	238	22	66	621	13
"ENSMUSG00000040265"	0	226	6	12	0	121
"ENSMUSG00000078190"	12	9	0	134	1	81
"ENSMUSG00000026694"	33	0	84	58	0	248
"ENSMUSG00000026696"	55	264	26	352	319	682
"ENSMUSG00000026697"	277	198	0	244	10	2013
"ENSMUSG00000040225"	104	819	950	1377	911	1123
"ENSMUSG00000098259"	0	0	0	6	0	0
"ENSMUSG00000040181"	21	932	0	386	0	429
"ENSMUSG00000040170"	48	1087	0	356	0	467
"ENSMUSG00000095576"	0	9	0	0	0	0
"ENSMUSG00000026586"	13	1527	29	530	138	991
"ENSMUSG00000092188"	0	20	0	0	0	0
"ENSMUSG00000103195"	0	108	0	0	2	0
"ENSMUSG00000040124"	42	231	276	303	509	204
"ENSMUSG00000102117"	0	0	2	0	0	0
"ENSMUSG00000026585"	4	74	9	154	76	118
"ENSMUSG00000026584"	2	157	1	173	1	142
"ENSMUSG00000041406"	0	1	8	145	0	2
"ENSMUSG00000041396"	0	179	80	0	246	0
"ENSMUSG00000026582"	6	0	0	4	297	134
"ENSMUSG00000026581"	63	1	638	207	0	0
"ENSMUSG00000026580"	0	0	0	2	0	0
"ENSMUSG00000026579"	44	77	664	772	619	414
"ENSMUSG00000040918"	10	32	20	189	0	173
"ENSMUSG00000026578"	13	0	0	53	254	145
"ENSMUSG00000026577"	8	101	15	95	0	157
"ENSMUSG00000026575"	0	0	0	66	32	96
"ENSMUSG00000026576"	33	3	272	2	0	0
"ENSMUSG00000026574"	1	37	0	269	11	229
"ENSMUSG00000103320"	0	0	0	13	0	0
"ENSMUSG00000089967"	0	0	2	0	0	0
"ENSMUSG00000040848"	121	0	0	486	508	193
"ENSMUSG00000040843"	158	900	214	462	242	329
"ENSMUSG00000102302"	0	22	25	0	0	3
"ENSMUSG00000026571"	3	4	133	151	199	121
"ENSMUSG00000089299"	4	0	0	0	0	0
"ENSMUSG00000102401"	0	1	0	68	0	0
"ENSMUSG00000026568"	41	197	410	169	0	213
"ENSMUSG00000026566"	186	1272	451	941	1045	954
"ENSMUSG00000040723"	4	9	259	363	2	292
"ENSMUSG00000040713"	147	507	1019	618	100	735
"ENSMUSG00000026565"	0	161	1	78	13	172
"ENSMUSG00000026564"	0	14	0	0	0	0
"ENSMUSG00000040612"	0	263	0	70	6	189
"ENSMUSG00000103400"	0	90	0	8	0	0
"ENSMUSG00000026563"	7	35	4	12	40	1
"ENSMUSG00000040596"	14	504	14	339	606	472
"ENSMUSG00000084093"	1	3	0	2	1	1
"ENSMUSG00000086925"	2	17	7	6	12	2
"ENSMUSG00000097823"	3	0	0	0	0	0
"ENSMUSG00000060568"	7	391	0	12	5	275
"ENSMUSG00000026558"	58	111	19	43	435	117
"ENSMUSG00000103139"	0	3	0	13	6	1
"ENSMUSG00000052428"	122	1018	121	475	201	525
"ENSMUSG00000026687"	52	465	21	434	239	537
"ENSMUSG00000026688"	23	47	29	68	83	90
"ENSMUSG00000052534"	23	238	273	150	50	178
"ENSMUSG00000103780"	0	0	2	3	0	0
"ENSMUSG00000058622"	0	0	1	0	0	1
"ENSMUSG00000026683"	41	0	129	125	11	0
"ENSMUSG00000026678"	0	71	0	89	0	827
